employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score
31880,Technology,region_2,Bachelor's,m,sourcing,2,32,2.0,5,0,79
74727,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,4.0,4,0,48
39889,Technology,region_22,Bachelor's,m,other,1,36,3.0,4,0,78
29383,Technology,region_15,Bachelor's,f,sourcing,2,30,3.0,7,0,90
43758,Technology,region_1,Bachelor's,f,other,1,26,4.0,2,0,76
6106,Finance,region_2,Bachelor's,m,sourcing,3,51,5.0,3,0,61
47572,Sales & Marketing,region_9,,m,other,1,27,1.0,2,0,51
17327,Operations,region_2,Master's & above,f,referred,4,43,3.0,14,0,63
56695,Sales & Marketing,region_10,Master's & above,m,sourcing,1,35,3.0,10,0,52
24790,Operations,region_2,Master's & above,f,sourcing,1,40,5.0,5,0,55
71570,Procurement,region_13,Bachelor's,m,sourcing,4,25,3.0,3,0,68
24834,Technology,region_2,Master's & above,f,other,1,40,1.0,11,0,82
70989,Technology,region_23,Bachelor's,m,other,1,38,4.0,5,0,80
9819,Procurement,region_8,Bachelor's,f,sourcing,1,32,4.0,5,0,69
33152,Analytics,region_7,Bachelor's,m,other,3,28,5.0,5,0,80
32643,Analytics,region_26,Bachelor's,m,sourcing,1,28,3.0,2,0,84
47906,Procurement,region_2,Below Secondary,m,sourcing,1,21,5.0,2,0,63
28838,HR,region_2,Master's & above,m,other,1,41,5.0,4,0,47
648,Technology,region_2,Bachelor's,m,sourcing,2,42,3.0,3,0,80
36912,Legal,region_2,Bachelor's,m,sourcing,1,40,4.0,5,0,63
42698,Sales & Marketing,region_16,Bachelor's,f,other,1,33,5.0,3,0,50
29615,Technology,region_13,Master's & above,m,sourcing,2,33,4.0,4,0,80
6579,Analytics,region_34,Bachelor's,m,other,2,30,,1,0,83
70840,Technology,region_2,Bachelor's,f,sourcing,1,42,5.0,11,0,78
72905,Technology,region_2,Bachelor's,m,referred,1,38,3.0,6,0,80
6355,Procurement,region_21,Bachelor's,f,other,3,29,3.0,3,0,67
53312,Operations,region_31,Master's & above,m,other,3,33,5.0,6,0,93
68490,HR,region_7,Bachelor's,m,other,1,39,5.0,8,0,45
28796,Analytics,region_22,Bachelor's,f,other,2,26,3.0,2,0,82
49825,HR,region_26,Bachelor's,m,other,1,25,,1,0,47
63890,Technology,region_26,Master's & above,m,sourcing,2,42,3.0,5,0,80
2339,Operations,region_14,Bachelor's,m,sourcing,1,48,1.0,3,0,61
1029,Analytics,region_29,Bachelor's,m,sourcing,1,24,,1,0,87
77755,Sales & Marketing,region_20,Bachelor's,m,other,2,26,2.0,3,0,52
59053,HR,region_4,Master's & above,f,sourcing,1,32,5.0,6,0,47
71384,Procurement,region_2,,m,sourcing,1,32,4.0,6,0,68
26984,Analytics,region_13,Bachelor's,m,other,1,43,3.0,6,0,87
52024,Procurement,region_27,Bachelor's,m,sourcing,1,35,3.0,5,0,72
4971,Sales & Marketing,region_22,Bachelor's,m,other,1,30,3.0,2,0,46
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,80
33618,Operations,region_16,Master's & above,f,other,1,36,4.0,6,0,59
8776,Finance,region_22,Bachelor's,m,sourcing,1,28,2.0,2,0,63
5271,Technology,region_34,Bachelor's,m,other,1,27,3.0,3,0,78
65110,Operations,region_32,Bachelor's,m,other,1,32,5.0,4,0,63
20611,Sales & Marketing,region_16,Bachelor's,f,other,3,31,1.0,3,0,52
51481,Operations,region_2,Bachelor's,f,sourcing,1,55,4.0,12,0,59
74884,Sales & Marketing,region_2,Master's & above,m,other,1,45,3.0,16,0,46
39237,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,29,2.0,4,0,49
69130,Operations,region_22,Master's & above,m,referred,1,38,5.0,9,0,55
49333,Procurement,region_2,Bachelor's,m,other,1,34,1.0,2,0,65
48578,Operations,region_20,Bachelor's,m,other,1,28,3.0,1,0,58
21713,Sales & Marketing,region_1,Bachelor's,f,other,1,30,3.0,3,0,47
50092,Technology,region_2,Bachelor's,m,sourcing,1,45,2.0,2,0,83
59795,Procurement,region_22,Bachelor's,m,other,1,30,5.0,2,0,69
39289,Operations,region_2,Bachelor's,f,other,1,50,5.0,17,0,59
8355,HR,region_2,Bachelor's,m,referred,1,27,3.0,3,0,48
67873,Sales & Marketing,region_7,,f,other,1,26,3.0,2,0,50
19377,Sales & Marketing,region_2,,f,sourcing,1,43,4.0,14,0,50
12487,Operations,region_1,Bachelor's,m,sourcing,1,33,5.0,7,0,57
71041,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,5.0,3,0,51
38136,Procurement,region_30,Bachelor's,f,other,1,32,3.0,5,0,72
33803,Technology,region_2,Bachelor's,m,other,1,37,3.0,9,0,75
30032,Technology,region_13,Bachelor's,m,sourcing,1,25,4.0,3,0,79
17091,Analytics,region_2,Master's & above,m,other,1,45,5.0,5,0,86
69663,Operations,region_2,Bachelor's,f,sourcing,1,26,4.0,2,0,58
920,Technology,region_7,Master's & above,f,other,2,40,4.0,12,0,82
13948,Procurement,region_2,Master's & above,f,sourcing,8,43,4.0,3,0,72
62865,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,29,3.0,4,0,44
27455,Sales & Marketing,region_16,Bachelor's,m,other,1,30,3.0,4,0,52
5178,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,3.0,2,0,51
70846,Operations,region_27,Master's & above,f,sourcing,1,36,5.0,7,0,53
47623,Sales & Marketing,region_31,Bachelor's,m,other,2,25,,1,0,45
34985,Technology,region_5,Bachelor's,f,other,2,34,5.0,8,0,88
43986,Procurement,region_10,Master's & above,m,other,1,37,3.0,3,0,66
13881,Procurement,region_2,Bachelor's,m,other,2,55,5.0,19,0,65
5673,Operations,region_13,Bachelor's,m,other,1,45,5.0,14,0,63
7487,Operations,region_22,Master's & above,f,sourcing,1,50,4.0,18,0,58
43361,Technology,region_8,Bachelor's,m,sourcing,1,31,1.0,5,0,84
30107,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,3.0,5,0,52
70773,Operations,region_15,Master's & above,m,other,1,32,5.0,7,0,60
58855,Analytics,region_22,Bachelor's,m,other,2,26,3.0,3,0,86
13855,Technology,region_7,Master's & above,f,other,1,52,3.0,5,0,76
5173,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,58,3.0,17,0,52
60840,Technology,region_13,Bachelor's,m,other,1,24,5.0,3,0,78
33932,Procurement,region_22,Bachelor's,f,sourcing,1,28,3.0,4,0,69
31722,Operations,region_2,Bachelor's,m,other,1,45,5.0,6,0,58
36191,Finance,region_2,Below Secondary,m,sourcing,1,23,3.0,2,0,60
74651,Operations,region_19,Master's & above,f,sourcing,1,48,4.0,2,0,60
10027,Operations,region_7,Bachelor's,f,sourcing,1,32,4.0,5,0,99
39436,R&D,region_22,Bachelor's,m,referred,1,30,5.0,2,0,82
53887,Operations,region_16,Bachelor's,m,sourcing,1,46,5.0,5,0,58
34343,Sales & Marketing,region_13,Bachelor's,m,other,2,30,1.0,3,0,50
58183,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,3.0,7,0,45
11869,Technology,region_2,Below Secondary,m,sourcing,1,25,4.0,3,0,76
8749,Operations,region_2,Bachelor's,m,other,1,30,3.0,7,0,60
10391,Sales & Marketing,region_1,Master's & above,m,other,1,29,3.0,3,0,53
48842,Sales & Marketing,region_22,Bachelor's,f,other,1,25,1.0,3,0,53
18527,Procurement,region_13,Bachelor's,m,sourcing,1,32,2.0,6,0,69
65369,Operations,region_22,Bachelor's,f,other,1,38,4.0,5,0,63
77302,Sales & Marketing,region_3,Master's & above,m,other,3,34,1.0,2,0,49
60348,Operations,region_13,Bachelor's,m,sourcing,3,36,4.0,8,0,57
64980,Procurement,region_13,Master's & above,m,other,4,53,4.0,4,0,68
54422,Procurement,region_26,Bachelor's,m,other,1,30,4.0,4,0,74
36592,Sales & Marketing,region_13,Bachelor's,m,other,1,38,3.0,5,0,51
61580,Operations,region_29,Bachelor's,f,other,1,34,5.0,10,0,57
7914,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,4.0,7,0,49
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,48
21337,Sales & Marketing,region_15,,m,other,1,44,3.0,17,0,50
75989,Legal,region_22,Bachelor's,m,sourcing,1,28,,1,0,55
73794,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,31,1.0,4,0,54
21093,Technology,region_2,Master's & above,f,sourcing,2,37,2.0,4,0,79
9065,Procurement,region_2,Bachelor's,f,sourcing,1,38,5.0,5,0,72
58910,Operations,region_14,Master's & above,m,other,1,46,4.0,7,0,55
18015,Operations,region_7,Bachelor's,m,other,1,37,5.0,4,0,54
18800,Analytics,region_2,Bachelor's,m,other,2,48,4.0,6,0,86
10280,Sales & Marketing,region_24,Bachelor's,m,other,1,34,3.0,2,0,47
41298,Sales & Marketing,region_7,Bachelor's,f,other,1,35,1.0,2,0,49
69071,Procurement,region_22,Master's & above,m,referred,1,33,3.0,7,0,67
23686,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,29,2.0,3,0,48
32267,Finance,region_26,Bachelor's,m,other,1,37,3.0,4,0,57
57573,Operations,region_22,Master's & above,m,other,1,55,5.0,8,0,59
33070,Sales & Marketing,region_27,Master's & above,m,sourcing,1,33,3.0,2,0,47
59452,Technology,region_10,Master's & above,f,sourcing,1,31,4.0,5,0,89
9073,Sales & Marketing,region_15,Master's & above,m,other,1,34,5.0,4,0,49
8912,HR,region_2,Bachelor's,f,sourcing,1,39,5.0,5,0,48
62945,Procurement,region_2,Master's & above,f,sourcing,1,39,5.0,14,0,68
75239,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,38,3.0,3,0,47
20012,Procurement,region_12,Bachelor's,m,sourcing,1,35,3.0,5,0,73
50373,Technology,region_26,Bachelor's,m,other,1,39,3.0,5,0,81
58823,Sales & Marketing,region_15,Bachelor's,m,other,1,39,5.0,5,0,51
12469,Procurement,region_15,Bachelor's,m,other,1,44,5.0,5,0,72
4311,Technology,region_2,Bachelor's,m,other,1,50,1.0,7,0,79
25319,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,3.0,9,0,52
32432,HR,region_2,Master's & above,m,other,2,43,5.0,13,0,60
498,Analytics,region_25,Bachelor's,m,other,1,31,3.0,7,0,87
56595,Procurement,region_7,Bachelor's,f,other,1,31,5.0,5,0,68
57810,Operations,region_22,Master's & above,f,other,1,57,3.0,11,0,56
27186,Technology,region_2,Master's & above,m,sourcing,1,58,4.0,14,0,76
55609,Finance,region_28,Bachelor's,f,sourcing,1,30,5.0,7,0,60
53896,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,35,5.0,10,0,49
23654,Analytics,region_31,Bachelor's,m,sourcing,1,25,,1,0,85
5616,Analytics,region_26,Bachelor's,m,other,1,26,5.0,2,0,83
13814,Technology,region_27,Bachelor's,f,other,2,33,3.0,7,0,79
23927,Procurement,region_15,Master's & above,f,other,1,37,3.0,7,0,74
33014,Analytics,region_9,Master's & above,m,sourcing,2,30,4.0,4,0,90
12287,Operations,region_20,Bachelor's,m,sourcing,1,25,,1,0,60
41900,Sales & Marketing,region_2,,m,other,2,25,3.0,2,0,53
49558,Operations,region_15,Bachelor's,f,sourcing,1,42,3.0,7,0,63
32557,Analytics,region_20,Bachelor's,m,sourcing,1,30,3.0,4,0,84
34484,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,42,4.0,16,0,53
3251,R&D,region_22,Master's & above,m,sourcing,1,29,4.0,4,0,83
36248,Technology,region_33,Bachelor's,m,sourcing,1,32,1.0,3,0,83
54386,Operations,region_13,Bachelor's,f,other,1,32,5.0,7,0,61
27276,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,49,2.0,2,0,54
20022,Sales & Marketing,region_8,Bachelor's,m,other,1,32,3.0,7,0,47
40522,Technology,region_7,Bachelor's,m,sourcing,1,39,3.0,11,0,79
38324,Sales & Marketing,region_31,Bachelor's,m,other,1,46,3.0,6,0,48
71687,Procurement,region_23,Bachelor's,m,sourcing,1,36,3.0,9,0,66
40918,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,14,0,59
30488,Technology,region_7,Bachelor's,f,sourcing,1,28,3.0,6,0,79
22826,Operations,region_6,Bachelor's,f,other,2,29,4.0,3,0,63
30743,Procurement,region_4,Master's & above,m,other,3,32,3.0,2,0,72
17997,Procurement,region_10,Bachelor's,f,sourcing,1,31,3.0,3,0,71
77108,Operations,region_14,Bachelor's,f,other,1,32,5.0,7,0,57
3558,Sales & Marketing,region_2,Master's & above,m,other,2,43,1.0,14,0,47
78119,Procurement,region_11,Bachelor's,f,other,1,36,3.0,4,0,72
29893,Analytics,region_15,Bachelor's,m,other,4,33,4.0,6,0,84
6615,Sales & Marketing,region_7,Master's & above,m,sourcing,1,37,4.0,3,0,48
5376,Operations,region_30,Bachelor's,m,sourcing,1,30,2.0,4,0,59
43555,Operations,region_30,Bachelor's,m,other,1,33,3.0,6,0,63
77280,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,25,3.0,2,0,46
6372,HR,region_7,Bachelor's,m,sourcing,1,32,2.0,4,0,51
62821,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,26,4.0,2,0,48
32833,Operations,region_15,Bachelor's,m,other,1,44,3.0,3,0,56
41238,Operations,region_2,Bachelor's,f,other,1,28,4.0,3,0,61
44782,R&D,region_20,Bachelor's,m,sourcing,1,38,2.0,7,0,73
4317,Sales & Marketing,region_17,Master's & above,m,other,1,44,3.0,14,0,49
67442,Procurement,region_22,Master's & above,f,sourcing,1,35,3.0,3,0,74
44147,Analytics,region_7,Master's & above,m,other,1,33,4.0,5,0,82
52098,Procurement,region_2,Bachelor's,m,sourcing,4,32,3.0,3,0,68
17147,Procurement,region_22,Bachelor's,f,sourcing,1,27,,1,0,65
71601,Technology,region_2,Bachelor's,f,sourcing,2,33,5.0,7,0,81
23451,Sales & Marketing,region_2,Bachelor's,m,referred,1,45,5.0,15,0,49
10332,Finance,region_26,Bachelor's,m,other,1,23,,1,0,58
49742,Technology,region_11,Master's & above,m,other,1,37,4.0,3,0,82
49522,Procurement,region_15,Bachelor's,f,other,1,37,1.0,5,0,68
75337,Technology,region_7,Master's & above,f,other,1,40,3.0,4,0,78
7875,Sales & Marketing,region_28,Master's & above,f,other,1,33,5.0,9,0,48
18076,Operations,region_32,Bachelor's,m,sourcing,1,31,4.0,5,0,60
13844,Operations,region_23,Master's & above,m,sourcing,1,34,3.0,2,0,57
14218,Sales & Marketing,region_28,Bachelor's,f,other,1,34,1.0,8,0,46
42506,Sales & Marketing,region_8,Master's & above,m,other,1,37,3.0,4,0,49
60831,Operations,region_21,Bachelor's,m,sourcing,1,26,4.0,3,0,61
39375,Operations,region_2,,f,sourcing,1,36,5.0,9,0,56
78150,Analytics,region_2,Bachelor's,m,other,1,29,5.0,2,0,84
42929,Procurement,region_15,Bachelor's,m,other,1,32,1.0,6,0,71
60274,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,32,4.0,6,0,49
69632,Procurement,region_27,Bachelor's,m,other,1,33,3.0,10,0,67
17257,Technology,region_28,Bachelor's,m,sourcing,1,39,1.0,9,0,79
71423,Sales & Marketing,region_2,Bachelor's,f,other,1,41,4.0,6,0,45
22595,Operations,region_13,Master's & above,m,other,1,39,3.0,6,0,58
70604,Procurement,region_2,Bachelor's,f,sourcing,1,46,4.0,17,0,69
71590,Technology,region_24,Bachelor's,f,sourcing,1,37,3.0,4,0,76
20091,Technology,region_13,Bachelor's,f,other,1,29,1.0,2,0,78
37278,Technology,region_15,Bachelor's,m,sourcing,1,33,3.0,4,0,79
46061,Sales & Marketing,region_2,,f,other,1,35,5.0,7,0,51
45851,Procurement,region_31,Master's & above,m,sourcing,1,40,3.0,5,0,95
43760,HR,region_7,Bachelor's,f,sourcing,1,31,4.0,3,0,52
32304,Technology,region_7,Bachelor's,f,sourcing,3,41,1.0,4,0,80
73738,Operations,region_7,Master's & above,f,other,2,41,4.0,16,0,58
38657,Sales & Marketing,region_22,Master's & above,m,other,1,59,1.0,17,0,48
11143,Operations,region_31,Bachelor's,f,sourcing,1,30,1.0,5,0,60
4235,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,34,3.0,9,0,51
35237,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,57,1.0,19,0,49
21805,Legal,region_20,Bachelor's,m,sourcing,1,30,2.0,5,0,64
42599,Operations,region_15,Bachelor's,m,other,1,43,5.0,13,0,57
21259,Operations,region_31,Bachelor's,f,sourcing,1,28,5.0,6,0,61
58607,Finance,region_2,Master's & above,m,sourcing,3,34,4.0,5,0,54
52604,Finance,region_28,Bachelor's,f,other,1,28,4.0,3,0,57
36583,Sales & Marketing,region_22,,m,other,1,29,,1,0,56
75009,Procurement,region_17,Bachelor's,f,sourcing,1,50,5.0,11,0,71
73976,Sales & Marketing,region_18,Bachelor's,m,other,1,38,3.0,10,0,54
39184,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,46,3.0,19,0,45
45951,Operations,region_31,Bachelor's,f,sourcing,2,30,3.0,5,0,56
35755,Analytics,region_16,Bachelor's,m,other,1,29,4.0,2,0,80
18735,Analytics,region_2,Bachelor's,m,sourcing,2,30,4.0,10,0,86
12377,Technology,region_13,Bachelor's,m,other,1,36,3.0,10,0,80
30742,Finance,region_2,Bachelor's,f,other,3,33,5.0,2,0,63
62250,Technology,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,74
8736,Procurement,region_26,Bachelor's,f,other,1,36,1.0,7,0,70
16343,Sales & Marketing,region_7,Master's & above,m,other,1,45,2.0,18,0,51
4197,Operations,region_13,Bachelor's,f,sourcing,1,39,3.0,7,0,59
6367,Sales & Marketing,region_2,Bachelor's,m,other,1,28,2.0,6,0,51
54339,Sales & Marketing,region_17,Bachelor's,m,other,1,29,3.0,2,0,46
42307,Technology,region_15,Bachelor's,m,other,1,26,5.0,3,1,80
15250,Procurement,region_5,Bachelor's,m,other,1,33,1.0,3,0,65
30421,Procurement,region_2,Bachelor's,m,other,1,43,1.0,17,0,74
59181,Operations,region_4,Bachelor's,m,other,1,34,4.0,8,0,55
27446,Procurement,region_22,Master's & above,m,other,1,35,5.0,9,0,71
50133,Analytics,region_22,Bachelor's,m,sourcing,1,35,3.0,8,0,86
50009,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,29,1.0,4,0,52
37356,Operations,region_7,Master's & above,m,other,1,39,3.0,10,0,54
74268,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,32,5.0,2,0,47
20178,Sales & Marketing,region_1,Master's & above,m,other,2,35,3.0,5,0,46
5785,Finance,region_2,Bachelor's,f,other,1,39,3.0,4,0,58
49026,Sales & Marketing,region_16,Bachelor's,m,other,1,29,,1,0,51
43148,Procurement,region_14,Bachelor's,m,sourcing,1,27,3.0,5,0,66
9105,Operations,region_2,Bachelor's,f,sourcing,1,27,3.0,3,0,62
33956,Sales & Marketing,region_2,Bachelor's,f,other,1,30,4.0,4,0,47
75236,HR,region_16,Bachelor's,m,other,1,36,3.0,4,0,50
26932,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,4.0,6,0,52
37486,Legal,region_2,Master's & above,m,sourcing,1,59,1.0,15,0,57
39796,Technology,region_26,Bachelor's,m,other,2,36,5.0,8,0,77
59191,Finance,region_2,Below Secondary,m,sourcing,1,22,1.0,2,0,61
6389,Technology,region_26,Bachelor's,m,sourcing,2,38,3.0,7,0,81
69941,Operations,region_23,Master's & above,m,other,1,33,5.0,6,0,61
28978,Sales & Marketing,region_2,Master's & above,f,sourcing,1,44,5.0,11,0,47
16664,Sales & Marketing,region_28,Master's & above,m,other,1,34,2.0,3,0,50
68833,HR,region_2,Below Secondary,f,sourcing,1,26,1.0,2,0,47
61738,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,27,,1,0,66
28472,Operations,region_22,Bachelor's,m,sourcing,2,24,4.0,2,0,59
35635,Analytics,region_30,Bachelor's,m,other,2,29,,1,0,81
73700,Sales & Marketing,region_14,Bachelor's,m,other,1,42,2.0,14,0,46
23635,Sales & Marketing,region_26,,m,sourcing,1,36,3.0,3,0,48
34616,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,46,3.0,12,0,49
17374,Legal,region_2,Master's & above,m,sourcing,1,39,1.0,6,0,56
36055,Finance,region_31,Bachelor's,m,other,2,24,3.0,2,0,53
40004,Operations,region_22,Bachelor's,m,other,1,31,3.0,7,0,64
52869,Procurement,region_22,Master's & above,m,sourcing,1,34,4.0,3,0,69
22863,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,3.0,3,0,48
67911,Operations,region_8,Bachelor's,m,sourcing,1,25,,1,0,61
39265,Operations,region_4,Bachelor's,f,other,1,27,5.0,4,0,58
69495,HR,region_2,Master's & above,m,sourcing,1,37,3.0,4,0,51
44137,Analytics,region_7,Bachelor's,m,other,1,34,4.0,8,0,88
44361,Operations,region_22,Bachelor's,m,sourcing,1,39,1.0,3,0,60
41058,Procurement,region_28,Bachelor's,f,sourcing,3,29,4.0,8,0,69
33321,Procurement,region_16,Bachelor's,f,other,2,31,3.0,3,0,71
26884,Operations,region_22,Master's & above,m,sourcing,1,39,5.0,11,0,60
42714,Sales & Marketing,region_2,,m,sourcing,1,25,,1,0,51
2531,Operations,region_26,Bachelor's,f,other,1,31,4.0,5,0,64
57615,Legal,region_2,Bachelor's,f,sourcing,1,28,,1,0,58
50121,Operations,region_2,Bachelor's,m,other,1,42,5.0,3,0,60
16912,Sales & Marketing,region_12,Bachelor's,m,other,2,29,,1,0,50
3828,Technology,region_22,Bachelor's,m,sourcing,1,30,3.0,6,0,79
25931,Procurement,region_23,Master's & above,f,other,1,36,3.0,8,0,67
13687,HR,region_31,Master's & above,m,other,1,32,4.0,5,0,45
22809,Legal,region_13,Master's & above,m,sourcing,1,37,3.0,7,0,55
5419,Sales & Marketing,region_28,Bachelor's,m,other,3,33,1.0,3,0,55
14421,Operations,region_2,Bachelor's,f,other,1,35,5.0,7,0,60
46681,Finance,region_2,Master's & above,m,sourcing,1,50,2.0,18,0,59
13304,Technology,region_7,Bachelor's,f,other,1,35,3.0,9,1,81
61689,Sales & Marketing,region_4,Master's & above,f,other,1,37,5.0,4,0,49
47560,Sales & Marketing,region_2,Bachelor's,m,other,2,51,4.0,8,0,49
75963,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,46,3.0,16,0,49
53940,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,34,4.0,6,0,51
45563,Analytics,region_22,,m,sourcing,1,28,,1,0,86
76698,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,1,65
22430,Procurement,region_7,Master's & above,m,other,1,52,4.0,15,0,71
27703,HR,region_32,Bachelor's,f,sourcing,1,35,5.0,8,0,54
803,Sales & Marketing,region_22,Master's & above,m,other,1,43,5.0,14,0,48
78215,Analytics,region_2,Bachelor's,m,other,2,50,4.0,12,0,90
44942,Operations,region_27,Bachelor's,m,sourcing,1,40,4.0,10,0,60
40175,Procurement,region_14,Bachelor's,f,sourcing,1,27,5.0,2,0,67
25821,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,55,3.0,4,0,49
5594,Legal,region_22,Below Secondary,m,sourcing,1,26,,1,0,57
63542,Sales & Marketing,region_2,Master's & above,f,other,1,40,3.0,8,0,51
22703,Operations,region_17,Bachelor's,f,other,1,26,4.0,3,0,57
56463,Procurement,region_2,Bachelor's,m,other,3,29,5.0,2,0,68
63647,Sales & Marketing,region_2,,f,other,1,25,,1,0,51
59140,Technology,region_22,Bachelor's,f,sourcing,1,24,,1,0,78
32526,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,24,3.0,4,0,47
34619,Operations,region_13,Bachelor's,m,sourcing,1,28,,1,0,64
75394,Analytics,region_32,Bachelor's,f,other,1,28,5.0,3,0,83
19488,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,4.0,9,0,52
77881,Analytics,region_2,Bachelor's,m,other,1,47,4.0,7,0,82
14574,Sales & Marketing,region_9,Bachelor's,f,sourcing,1,29,3.0,5,0,53
2330,Procurement,region_2,Master's & above,f,sourcing,1,54,3.0,19,0,72
58568,Operations,region_11,Bachelor's,f,sourcing,1,35,5.0,5,0,64
34336,Operations,region_2,Master's & above,f,sourcing,2,34,5.0,7,0,61
46082,Sales & Marketing,region_11,Bachelor's,m,other,2,31,2.0,3,0,48
49387,Sales & Marketing,region_34,Bachelor's,m,other,1,27,,1,0,50
62252,Legal,region_2,Bachelor's,m,other,1,37,2.0,7,1,89
